t_us,raw
1931764,6640
1936764,6641
1941764,6641
1946764,6641
1951764,6640
1956764,6641
1961768,6641
1966768,6642
1971768,6640
1976772,6641
1981772,6641
1986772,6641
1991772,6640
1996772,6641
2001772,6640
2006772,6641
2011776,6640
2016780,6640
2021780,6642
2026780,6641
2031780,6640
2036784,6641
2041784,6641
2046784,6642
2051784,6641
2056784,6641
2061784,6641
2066784,6640
2071784,6641
2076784,6640
2081784,6642
2086788,6641
2091792,6641
2096796,6640
2101796,6641
2106800,6641
2111800,6640
2116800,6640
2121804,6641
2126804,6641
2131804,6640
2136804,6641
2141804,6640
2146804,6641
2151804,6640
2156804,6641
2161804,6641
2166804,6640
2171804,6640
2176804,6639
2181804,6641
2186804,6641
2191808,6640
2196808,6640
2201808,6641
2206812,6641
2211812,6640
2216812,6640
2221812,6641
2226812,6640
2231812,6640
2236812,6640
2241812,6641
2246812,6640
2251812,6640
2256812,6641
2261812,6640
2266812,6641
2271812,6641
2276812,6642
2281812,6641
2286812,6641
2291812,6640
2296812,6640
2301812,6641
2306812,6641
2311812,6641
2316812,6641
2321816,6640
2326816,6640
2331816,6641
2336816,6641
2341816,6642
2346816,6641
2351816,6640
2356816,6641
2361816,6641
2366816,6641
2371816,6641
2376816,6642
2381816,6641
2386816,6641
2391816,6641
2396816,6640
2401816,6640
2406816,6641
2411816,6640
2416816,6641
2421816,6641
2426820,6642
2431820,6640
2436820,6640
2441820,6642
2446820,6641
2451820,6640
2456820,6641
2461820,6641
2466824,6641
2471824,6640
2476824,6641
2481828,6641
2486828,6641
2491828,6641
2496828,6640
2501828,6642
2506828,6641
2511828,6640
2516828,6641
2521828,6641
2526828,6641
2531828,6641
2536828,6641
2541832,6641
2546832,6641
2551832,6640
2556832,6640
2561832,6642
2566832,6640
2571832,6640
2576832,6640
2581832,6640
2586832,6640
2591832,6640
2596832,6640
2601832,6641
2606832,6641
2611832,6641
2616832,6640
2621836,6641
2626836,6641
2631836,6641
2636840,6641
2641840,6641
2646840,6641
2651840,6640
2656840,6641
2661840,6641
2666840,6641
2671840,6641
2676840,6641
2681840,6641
2686840,6641
2691840,6641
2696844,6641
2701844,6642
2706848,6640
2711848,6640
2716848,6641
2721852,6640
2726852,6640
2731852,6640
2736856,6641
2741856,6641
2746856,6641
2751856,6641
2756856,6641
2761856,6640
2766856,6641
2771856,6640
2776856,6641
2781856,6641
2786856,6640
2791856,6639
2796856,6641
2801856,6641
2806856,6641
2811856,6641
2816856,6641
2821856,6642
2826856,6640
2831856,6640
2836856,6640
2841856,6640
2846856,6640
2851860,6641
2856860,6641
2861860,6641
2866860,6642
2871860,6640
2876860,6641
2881860,6641
2886864,6640
2891864,6642
2896868,6641
2901868,6640
2906868,6640
2911868,6641
2916868,6642
2921868,6641
2926868,6641
2931868,6640
2936872,6641
2941876,6640
2946876,6640
2951880,6641
2956880,6640
2961880,6641
2966884,6640
2971884,6639
2976888,6641
2981892,6641
2986892,6640
2991892,6641
2996892,6641
3001892,6641
3006892,6641
3011892,6641
3016892,6642
3021892,6641
3026892,6640
3031892,6641
3036892,6641
3041892,6641
3046892,6640
3051892,6641
3056892,6641
3061892,6640
3066892,6641
3071892,6640
3076892,6641
3081892,6640
3086892,6640
3091892,6640
3096892,6640
3101892,6641
3106892,6641
3111892,6641
3116892,6640
3121892,6641
3126892,6640
3131892,6641
3136896,6640
3141896,6641
3146896,6641
3151896,6641
3156896,6641
3161896,6641
3166896,6641
3171896,6641
3176896,6642
3181896,6641
3186896,6640
3191900,6640
3196900,6640
3201900,6641
3206900,6640
3211900,6641
3216900,6641
3221900,6640
3226900,6640
3231904,6640
3236904,6641
3241904,6640
3246904,6641
3251904,6640
3256904,6642
3261904,6640
3266904,6640
3271904,6640
3276904,6640
3281904,6640
3286904,6640
3291904,6640
3296904,6641
3301904,6640
3306904,6641
3311904,6640
3316904,6640
3321904,6641
3326904,6640
3331904,6639
3336904,6641
3341904,6641
3346908,6640
3351908,6640
3356908,6640
3361908,6641
3366908,6640
3371908,6641
3376908,6640
3381908,6641
3386908,6640
3391908,6640
3396908,6641
3401908,6639
3406908,6640
3411908,6640
3416912,6642
3421912,6641
3426916,6640
3431916,6640
3436916,6640
3441916,6640
3446920,6640
3451924,6639
3456924,6641
3461924,6641
3466924,6641
3471928,6640
3476928,6641
3481928,6640
3486928,6640
3491932,6641
3496932,6640
3501932,6641
3506932,6639
3511932,6640
3516936,6641
3521936,6641
3526940,6641
3531944,6640
3536944,6640
3541944,6640
3546944,6640
3551944,6640
3556944,6641
3561944,6640
3566944,6640
3571944,6640
3576944,6641
3581944,6642
3586944,6640
3591948,6640
3596948,6640
3601952,6640
3606952,6641
3611952,6640
3616956,6641
3621956,6640
3626956,6640
3631956,6641
3636956,6639
3641956,6640
3646956,6640
3651960,6640
3656960,6641
3661964,6640
3666964,6640
3671964,6640
3676964,6641
3681964,6641
3686964,6641
3691968,6639
3696968,6640
3701968,6641
3706968,6640
3711968,6640
3716972,6640
3721972,6639
3726976,6639
3731980,6640
3736980,6642
3741980,6640
3746984,6640
3751988,6640
3756992,6640
3761992,6640
3766992,6640
3771992,6641
3776992,6640
3781992,6640
3786992,6640
3791992,6640
3796996,6641
3801996,6640
3806996,6640
3811996,6640
3817000,6640
3822000,6640
3827000,6640
3832000,6639
3837004,6640
3842004,6640
3847008,6639
3852008,6640
3857012,6640
3862012,6641
3867016,6640
3872016,6640
3877016,6640
3882016,6641
3887016,6640
3892016,6640
3897016,6640
3902016,6641
3907016,6639
3912016,6639
3917016,6640
3922016,6640
3927016,6640
3932016,6640
3937016,6640
3942016,6640
3947016,6639
3952016,6640
3957016,6640
3962016,6640
3967016,6640
3972016,6640
3977016,6639
3982016,6639
3987016,6640
3992016,6640
3997016,6640
4002020,6640
4007020,6639
4012020,6640
4017020,6640
4022024,6640
4027024,6640
4032028,6640
4037032,6640
4042032,6640
4047032,6640
4052032,6640
4057032,6641
4062032,6640
4067032,6639
4072032,6640
4077032,6639
4082036,6639
4087036,6639
4092036,6640
4097036,6640
4102040,6639
4107040,6640
4112040,6641
4117044,6640
4122048,6640
4127048,6639
4132048,6640
4137048,6639
4142052,6639
4147052,6639
4152056,6640
4157056,6640
4162056,6640
4167056,6639
4172056,6639
4177056,6639
4182056,6639
4187056,6639
4192056,6640
4197056,6640
4202056,6640
4207056,6638
4212056,6639
4217056,6640
4222056,6640
4227056,6639
4232056,6639
4237056,6640
4242056,6640
4247056,6639
4252056,6639
4257056,6639
4262056,6639
4267056,6639
4272056,6640
4277056,6639
4282056,6639
4287056,6639
4292056,6640
4297056,6639
4302056,6640
4307056,6640
4312056,6639
4317056,6641
4322060,6639
4327064,6639
4332068,6639
4337072,6640
4342072,6639
4347072,6639
4352072,6639
4357072,6640
4362072,6639
4367072,6639
4372072,6639
4377072,6640
4382072,6639
4387072,6640
4392072,6639
4397072,6641
4402072,6639
4407072,6638
4412072,6640
4417072,6640
4422076,6640
4427076,6640
4432076,6639
4437080,6639
4442084,6639
4447084,6638
4452088,6640
4457092,6639
4462092,6640
4467092,6638
4472092,6640
4477096,6639
4482096,6639
4487096,6639
4492096,6640
4497100,6639
4502100,6640
4507100,6639
4512100,6640
4517100,6639
4522104,6639
4527112,6639
4532112,6638
4537112,6639
4542112,6639
4547112,6639
4552112,6638
4557112,6640
4562112,6640
4567112,6640
4572112,6639
4577112,6640
4582112,6640
4587112,6639
4592112,6639
4597112,6639
4602112,6639
4607112,6639
4612112,6639
4617112,6639
4622112,6639
4627112,6639
4632112,6639
4637116,6639
4642116,6639
4647120,6639
4652120,6640
4657124,6640
4662128,6640
4667128,6639
4672128,6640
4677128,6639
4682128,6639
4687128,6639
4692128,6639
4697128,6639
4702132,6639
4707132,6639
4712132,6639
4717132,6639
4722132,6640
4727132,6638
4732132,6639
4737132,6639
4742132,6639
4747132,6639
4752136,6640
4757136,6639
4762136,6638
4767136,6639
4772136,6639
4777136,6639
4782136,6638
4787136,6638
4792136,6639
4797136,6640
4802136,6639
4807136,6639
4812136,6639
4817136,6639
4822136,6639
4827136,6639
4832136,6639
4837140,6638
4842144,6639
4847144,6639
4852144,6638
4857144,6639
4862148,6639
4867148,6638
4872148,6639
4877148,6639
4882148,6638
4887148,6638
4892148,6639
4897148,6640
4902152,6639
4907152,6639
4912152,6638
4917152,6639
4922152,6639
4927152,6638
4932152,6639
4937156,6639
4942156,6638
4947156,6639
4952156,6638
4957156,6639
4962156,6639
4967156,6639
4972160,6638
4977160,6639
4982164,6639
4987164,6639
4992164,6638
4997168,6640
5002168,6638
5007168,6639
5012172,6639
5017172,6638
5022176,6638
5027176,6638
5032180,6638
5037180,6639
5042180,6638
5047180,6638
5052180,6638
5057180,6638
5062180,6639
5067184,6638
5072184,6639
5077184,6638
5082184,6639
5087184,6638
5092184,6639
5097184,6639
5102184,6638
5107184,6638
5112184,6639
5117184,6639
5122184,6637
5127184,6639
5132184,6638
5137184,6638
5142184,6638
5147184,6638
5152184,6638
5157184,6638
5162184,6638
5167184,6638
5172188,6638
5177188,6638
5182192,6638
5187196,6638
5192196,6637
5197196,6638
5202196,6638
5207196,6638
5212196,6639
5217196,6639
5222196,6639
5227196,6638
5232196,6638
5237196,6639
5242200,6638
5247200,6638
5252200,6638
5257200,6638
5262204,6637
5267208,6638
5272212,6638
5277212,6638
5282212,6637
5287212,6638
5292216,6638
5297216,6638
5302216,6637
5307216,6639
5312216,6638
5317216,6637
5322216,6638
5327216,6638
5332216,6639
5337216,6638
5342220,6638
5347220,6638
5352220,6638
5357220,6638
5362220,6638
5367220,6638
5372220,6638
5377220,6639
5382220,6638
5387220,6638
5392220,6638
5397220,6638
5402220,6637
5407224,6639
5412224,6637
5417224,6639
5422224,6637
5427224,6637
5432224,6638
5437224,6638
5442224,6637
5447224,6637
5452224,6638
5457224,6638
5462224,6638
5467228,6638
5472228,6638
5477228,6638
5482228,6637
5487228,6637
5492228,6637
5497232,6638
5502232,6638
5507232,6638
5512236,6638
5517236,6637
5522236,6638
5527236,6638
5532236,6638
5537236,6638
5542236,6637
5547236,6638
5552236,6637
5557236,6638
5562236,6637
5567236,6638
5572236,6638
5577240,6638
5582240,6638
5587240,6638
5592240,6637
5597240,6638
5602240,6638
5607240,6637
5612240,6638
5617244,6638
5622244,6637
5627244,6637
5632244,6637
5637244,6637
5642244,6637
5647244,6637
5652244,6638
5657244,6638
5662248,6636
5667252,6637
5672252,6637
5677252,6637
5682256,6638
5687256,6637
5692256,6638
5697256,6637
5702256,6637
5707256,6637
5712256,6639
5717256,6637
5722256,6637
5727256,6637
5732256,6638
5737256,6637
5742256,6638
5747256,6638
5752256,6638
5757256,6637
5762256,6637
5767256,6637
5772256,6638
5777256,6638
5782260,6636
5787260,6637
5792260,6638
5797260,6637
5802264,6637
5807264,6637
5812268,6637
5817268,6638
5822268,6636
5827268,6637
5832268,6637
5837268,6637
5842268,6637
5847268,6637
5852268,6637
5857268,6638
5862268,6637
5867268,6637
5872268,6637
5877272,6637
5882272,6637
5887272,6637
5892272,6637
5897276,6638
5902276,6637
5907276,6636
5912276,6637
5917276,6637
5922276,6637
5927280,6637
5932280,6637
5937280,6637
5942284,6637
5947284,6638
5952284,6638
5957284,6638
5962284,6637
5967284,6637
5972284,6637
5977284,6638
5982284,6637
5987284,6637
5992284,6637
5997284,6637
6002284,6637
6007288,6637
6012288,6637
6017288,6637
6022292,6637
6027292,6636
6032296,6637
6037300,6637
6042300,6637
6047304,6637
6052308,6638
6057308,6637
6062308,6637
6067308,6637
6072308,6636
6077308,6637
6082308,6637
6087308,6637
6092308,6637
6097312,6637
6102312,6637
6107312,6637
6112312,6637
6117312,6637
6122312,6637
6127312,6638
6132312,6638
6137312,6637
6142312,6636
6147312,6637
6152312,6637
6157316,6637
6162316,6637
6167316,6637
6172320,6637
6177320,6637
6182320,6637
6187320,6637
6192324,6637
6197328,6637
6202328,6637
6207328,6637
6212328,6636
6217328,6637
6222328,6637
6227328,6637
6232328,6638
6237328,6637
6242328,6636
6247328,6636
6252328,6638
6257328,6637
6262332,6637
6267332,6637
6272332,6637
6277332,6637
6282332,6636
6287332,6636
6292336,6637
6297336,6637
6302336,6637
6307336,6636
6312336,6637
6317336,6637
6322336,6637
6327336,6637
6332336,6638
6337336,6636
6342336,6636
6347336,6637
6352336,6638
6357336,6637
6362336,6636
6367340,6636
6372344,6638
6377344,6636
6382344,6637
6387344,6636
6392348,6638
6397352,6637
6402356,6638
6407356,6636
6412360,6636
6417360,6636
6422360,6637
6427360,6637
6432360,6637
6437360,6638
6442360,6636
6447360,6636
6452360,6637
6457364,6635
6462364,6636
6467364,6636
6472364,6636
6477364,6637
6482364,6637
6487364,6637
6492364,6637
6497364,6637
6502364,6636
6507368,6637
6512372,6637
6517376,6637
6522376,6636
6527376,6636
6532376,6637
6537376,6637
6542376,6637
6547376,6636
6552376,6636
6557380,6637
6562380,6636
6567380,6636
6572380,6636
6577380,6637
6582380,6636
6587380,6636
6592384,6636
6597388,6637
6602392,6636
6607396,6636
6612400,6636
6617400,6637
6622400,6636
6627400,6636
6632400,6636
6637400,6637
6642400,6635
6647400,6636
6652400,6637
6657400,6636
6662400,6637
6667400,6635
6672404,6637
6677404,6636
6682404,6635
6687404,6637
6692404,6636
6697404,6637
6702404,6636
6707404,6637
6712404,6637
6717404,6636
6722404,6635
6727408,6636
6732408,6636
6737408,6636
6742408,6636
6747408,6636
6752408,6636
6757412,6637
6762416,6636
6767416,6636
6772416,6637
6777416,6636
6782416,6636
6787416,6636
6792416,6637
6797416,6636
6802416,6635
6807416,6636
6812416,6636
6817416,6636
6822416,6636
6827420,6636
6832420,6636
6837420,6636
6842420,6637
6847420,6636
6852420,6635
6857420,6636
6862420,6636
6867420,6637
6872420,6637
6877420,6636
6882420,6636
6887420,6637
6892420,6636
6897420,6636
6902420,6636
6907420,6636
6912420,6636
6917424,6635
6922424,6636
6927424,6636
6932424,6636
6937424,6636
6942424,6636
6947424,6636
6952424,6636
6957424,6636
6962424,6636
6967424,6636
6972424,6636
6977424,6636
6982424,6636
6987424,6635
6992424,6635
6997424,6636
7002424,6635
7007424,6636
7012428,6636
7017428,6636
7022428,6635
7027428,6636
7032428,6637
7037428,6636
7042428,6635
7047428,6635
7052432,6637
7057432,6636
7062432,6636
7067432,6636
7072432,6636
7077436,6636
7082436,6635
7087436,6636
7092436,6636
7097436,6635
7102436,6637
7107440,6636
7112440,6637
7117440,6636
7122440,6635
7127440,6636
7132440,6636
7137440,6635
7142440,6635
7147440,6636
7152440,6636
7157440,6635
7162440,6635
7167440,6635
7172440,6635
7177440,6636
7182444,6636
7187444,6636
7192444,6635
7197444,6636
7202444,6636
7207444,6636
7212444,6636
7217448,6635
7222452,6636
7227456,6635
7232456,6636
7237456,6636
7242456,6636
7247456,6636
7252456,6635
7257456,6636
7262456,6635
7267456,6635
7272456,6636
7277456,6635
7282456,6635
7287456,6635
7292456,6635
7297456,6636
7302460,6636
7307460,6636
7312460,6636
7317460,6636
7322460,6635
7327460,6636
7332460,6635
7337460,6636
7342460,6635
7347460,6635
7352460,6636
7357460,6634
7362460,6635
7367460,6636
7372460,6635
7377460,6636
7382460,6635
7387460,6636
7392460,6636
7397460,6635
7402460,6636
7407460,6636
7412460,6636
7417460,6636
7422460,6636
7427460,6635
7432460,6636
7437464,6635
7442468,6635
7447468,6636
7452472,6635
7457472,6635
7462472,6635
7467472,6634
7472472,6635
7477476,6636
7482476,6635
7487476,6635
7492476,6635
7497476,6635
7502476,6635
7507476,6636
7512476,6635
7517476,6635
7522476,6635
7527476,6635
7532480,6635
7537480,6635
7542484,6636
7547488,6634
7552488,6636
7557492,6635
7562492,6635
7567492,6635
7572492,6635
7577492,6635
7582492,6635
7587492,6635
7592492,6636
7597492,6636
7602492,6635
7607492,6635
7612492,6635
7617492,6636
7622492,6635
7627492,6635
7632492,6635
7637496,6635
7642496,6634
7647496,6634
7652496,6635
7657496,6636
7662496,6635
7667496,6636
7672496,6634
7677496,6636
7682496,6635
7687496,6635
7692496,6636
7697496,6635
7702496,6636
7707500,6635
7712500,6636
7717500,6635
7722504,6635
7727504,6635
7732508,6636
7737512,6635
7742512,6634
7747512,6636
7752512,6634
7757512,6635
7762512,6634
7767516,6635
7772516,6635
7777516,6634
7782516,6635
7787516,6634
7792520,6636
7797520,6635
7802524,6635
7807524,6634
7812524,6635
7817524,6635
7822524,6635
7827524,6634
7832524,6635
7837524,6635
7842524,6636
7847524,6635
7852524,6635
7857524,6635
7862524,6635
7867524,6634
7872524,6635
7877524,6636
7882524,6634
7887524,6634
7892528,6635
7897528,6634
7902528,6634
7907528,6635
7912528,6634
7917528,6635
7922528,6634
7927528,6636
7932528,6635
7937528,6634
7942528,6635
7947528,6635
7952528,6635
7957528,6635
7962528,6635
7967528,6635
7972528,6635
7977532,6635
7982532,6635
7987532,6635
7992536,6636
7997540,6635
8002544,6634
8007544,6634
8012544,6634
8017544,6635
8022544,6635
8027544,6635
8032544,6635
8037544,6635
8042544,6634
8047544,6635
8052544,6635
8057544,6635
8062544,6634
8067544,6634
8072544,6635
8077544,6635
8082544,6634
8087544,6635
8092544,6635
8097544,6635
8102544,6635
8107544,6634
8112548,6636
8117548,6635
8122548,6634
8127548,6635
8132552,6635
8137552,6635
8142552,6635
8147552,6634
8152552,6634
8157552,6635
8162552,6634
8167552,6634
8172552,6635
8177552,6636
8182552,6634
8187552,6635
8192552,6635
8197552,6635
8202556,6634
8207556,6634
8212556,6635
8217556,6635
8222556,6635
8227556,6635
8232556,6634
8237560,6634
8242564,6634
8247564,6634
8252564,6635
8257564,6635
8262564,6634
8267564,6635
8272564,6634
8277564,6634
8282564,6634
8287564,6634
8292564,6635
8297564,6634
8302564,6635
8307564,6634
8312564,6634
8317564,6634
8322564,6635
8327564,6634
8332564,6635
8337564,6635
8342564,6634
8347564,6635
8352564,6634
8357564,6634
8362564,6634
8367564,6634
8372568,6635
8377568,6635
8382568,6633
8387568,6634
8392568,6634
8397568,6634
8402572,6634
8407576,6634
8412576,6635
8417576,6635
8422576,6634
8427580,6634
8432580,6635
8437584,6634
8442584,6634
8447584,6635
8452588,6635
8457588,6634
8462588,6635
8467588,6634
8472588,6634
8477588,6634
8482592,6635
8487596,6634
8492596,6634
8497596,6634
8502596,6634
8507596,6635
8512600,6635
8517600,6635
8522604,6634
8527604,6635
8532604,6634
8537604,6634
8542604,6634
8547604,6634
8552604,6634
8557604,6634
8562604,6633
8567604,6634
8572604,6634
8577604,6633
8582604,6635
8587604,6635
8592604,6635
8597604,6634
8602604,6634
8607604,6634
8612604,6635
8617604,6635
8622604,6634
8627604,6634
8632604,6635
8637604,6634
8642604,6634
8647604,6634
8652604,6635
8657604,6634
8662604,6634
8667604,6634
8672604,6635
8677604,6635
8682604,6634
8687604,6633
8692604,6634
8697604,6634
8702604,6634
8707604,6634
8712604,6635
8717608,6634
8722612,6634
8727616,6634
8732620,6635
8737620,6634
8742620,6634
8747620,6634
8752620,6634
8757620,6634
8762620,6634
8767620,6635
8772620,6635
8777620,6635
8782620,6634
8787620,6634
8792620,6634
8797620,6634
8802620,6634
8807620,6635
8812620,6634
8817620,6636
8822620,6635
8827620,6634
8832620,6634
8837620,6634
8842620,6634
8847620,6634
8852624,6634
8857624,6634
8862624,6633
8867624,6635
8872624,6635
8877624,6634
8882624,6634
8887624,6635
8892624,6634
8897628,6634
8902628,6634
8907628,6635
8912628,6634
8917628,6634
8922628,6634
8927628,6635
8932628,6634
8937628,6633
8942628,6634
8947628,6634
8952628,6635
8957628,6634
8962628,6634
8967628,6635
8972628,6634
8977632,6635
8982636,6634
8987636,6634
8992636,6635
8997636,6634
9002636,6634
9007636,6634
9012636,6634
9017636,6634
9022636,6634
9027640,6634
9032640,6634
9037640,6634
9042640,6633
9047640,6635
9052640,6634
9057640,6634
9062640,6634
9067640,6633
9072644,6634
9077644,6634
9082644,6633
9087644,6634
9092644,6634
9097648,6634
9102652,6634
9107652,6634
9112652,6634
9117652,6634
9122652,6634
9127652,6634
9132652,6634
9137652,6634
9142656,6633
9147656,6633
9152656,6634
9157656,6634
9162656,6634
9167656,6634
9172656,6634
9177656,6633
9182660,6635
9187660,6634
9192660,6634
9197660,6633
9202660,6634
9207660,6633
9212660,6634
9217660,6634
9222660,6633
9227660,6633
9232660,6634
9237660,6634
9242660,6633
9247660,6634
9252660,6634
9257660,6633
9262660,6633
9267660,6634
9272660,6634
9277660,6634
9282660,6633
9287660,6633
9292660,6635
9297660,6634
9302660,6634
9307660,6634
9312660,6635
9317660,6634
9322660,6633
9327660,6633
9332660,6633
9337660,6634
9342660,6633
9347660,6633
9352660,6633
9357660,6634
9362660,6634
9367660,6634
9372660,6634
9377660,6634
9382660,6634
9387660,6634
9392660,6633
9397660,6633
9402660,6633
9407660,6634
9412660,6634
9417660,6633
9422660,6634
9427660,6634
9432660,6634
9437664,6634
9442664,6634
9447664,6634
9452668,6634
9457668,6634
9462668,6633
9467668,6635
9472668,6634
9477672,6634
9482672,6634
9487676,6634
9492676,6634
9497676,6633
9502676,6634
9507676,6634
9512676,6633
9517676,6633
9522676,6633
9527676,6633
9532676,6634
9537676,6634
9542676,6633
9547676,6633
9552676,6633
9557676,6633
9562676,6634
9567676,6635
9572676,6633
9577676,6633
9582676,6634
9587680,6633
9592684,6634
9597684,6634
9602684,6634
9607684,6634
9612684,6633
9617688,6634
9622688,6633
9627688,6633
9632688,6634
9637688,6634
9642688,6634
9647692,6634
9652692,6634
9657692,6633
9662692,6634
9667692,6633
9672692,6634
9677692,6634
9682692,6634
9687696,6633
9692696,6634
9697700,6634
9702704,6634
9707704,6633
9712704,6634
9717704,6632
9722708,6633
9727712,6634
9732716,6634
9737716,6634
9742716,6633
9747716,6633
9752716,6635
9757716,6634
9762720,6633
9767720,6634
9772724,6634
9777724,6633
9782724,6634
9787728,6634
9792728,6633
9797728,6633
9802728,6633
9807728,6633
9812728,6634
9817728,6634
9822732,6633
9827732,6633
9832732,6634
9837736,6634
9842736,6633
9847736,6633
9852736,6634
9857736,6634
9862736,6633
9867736,6634
9872736,6633
9877736,6634
9882740,6634
9887740,6633
9892740,6633
9897740,6634
9902740,6633
9907740,6633
9912740,6633
9917740,6634
9922740,6633
9927740,6633
9932740,6633
9937740,6635
9942740,6634
9947740,6633
9952740,6634
9957744,6633
9962744,6634
9967748,6633
9972748,6633
9977748,6633
9982748,6634
9987748,6633
9992748,6634
9997748,6634
10002748,6633
10007748,6634
10012748,6634
10017748,6634
10022748,6633
10027748,6633
10032748,6634
10037748,6634
10042748,6633
10047748,6633
10052748,6634
10057748,6633
10062748,6633
10067748,6633
10072752,6633
10077752,6633
10082756,6633
10087756,6634
10092756,6633
10097760,6633
10102760,6632
10107760,6634
10112760,6633
10117760,6633
10122764,6632
10127764,6634
10132764,6634
10137764,6632
